PaymentNo,ResellerKey,ResellerName,CountryRegionCode,SalesOrderNumber,PaymentDate,PaymentAmount
3502,234,Eastside Sporting Goods,US,SO46666,9/6/2002 0:00,88920.6571
3503,668,Official Parts Shop,US,SO46667,9/6/2002 0:00,14660.2947
3504,404,Activity Center,US,SO46654,9/6/2002 0:00,7157.2138
3505,414,Grand Discount Store,US,SO46655,9/6/2002 0:00,45064.2667
3506,274,Active Systems,US,SO46656,9/6/2002 0:00,33.6442
3507,325,All Cycle Shop,US,SO46646,9/6/2002 0:00,1155.8492
3508,184,Go-cart and Bike Specialists,US,SO46648,9/6/2002 0:00,57248.2139
3509,380,First Department Stores,US,SO46649,9/6/2002 0:00,10491.5653
3510,698,Western Bike Supplies,US,SO46650,9/6/2002 0:00,3993.249
3511,183,This Area Sporting Goods,US,SO46651,9/6/2002 0:00,12145.5505
3512,78,Preferred Bikes,US,SO46988,10/7/2002 0:00,80545.0412
3513,22,Travel Systems,US,SO46989,10/7/2002 0:00,2342.4546
3514,73,Outdoor Sports Supply,US,SO46990,10/7/2002 0:00,924.4017
3515,513,Village Tours,US,SO46991,10/7/2002 0:00,9803.5732
3516,97,Mountain Bike Center,US,SO46992,10/7/2002 0:00,58519.4841
3517,233,Fashionable Department Stores,US,SO46993,10/7/2002 0:00,48756.0799
3518,62,Manufacturers Inc,US,SO46995,10/7/2002 0:00,8591.1322
3519,512,Tiny Bike Boutique,US,SO46996,10/7/2002 0:00,63794.3314
3520,89,Riverside Company,US,SO46986,10/7/2002 0:00,6814.4089
3521,684,Lease-a-Bike Shop,US,SO47001,10/7/2002 0:00,70152.5743
3522,492,Basic Sports Equipment,US,SO47002,10/7/2002 0:00,1256.6625
3523,468,Blue Bicycle Company,US,SO46999,10/7/2002 0:00,2371.295
3524,2,Progressive Sports,US,SO46976,10/7/2002 0:00,7759.3877
3525,107,Wholesale Bikes,US,SO46977,10/7/2002 0:00,4254.45
3526,310,Orange Bicycle Company,US,SO46979,10/7/2002 0:00,5662.2907
3527,527,Fun Times Club,US,SO46980,10/7/2002 0:00,50382.8781
3528,198,Field Trip Inc,US,SO46956,10/7/2002 0:00,4383.8923
3529,115,Security Racks and Locks Wholesalers,US,SO46958,10/7/2002 0:00,2458.9178
3530,150,Fleet Bikes,US,SO46954,10/7/2002 0:00,1485.8823
3531,259,Highway Bike Shop,US,SO46960,10/7/2002 0:00,10176.9812
3532,99,Unified Sports Company,US,SO46962,10/7/2002 0:00,2485.7036
3533,328,Totes & Baskets Company,US,SO46964,10/7/2002 0:00,86764.1631
3534,77,Mechanical Products Ltd.,US,SO46965,10/7/2002 0:00,8594.2481
3535,43,Frugal Bike Shop,US,SO46966,10/7/2002 0:00,40982.6563
3536,487,Bike Experts,US,SO46967,10/7/2002 0:00,48577.8414
3537,377,Grand Sport Boutique,US,SO46968,10/7/2002 0:00,16065.0219
3538,258,Quantity Discounts,US,SO46970,10/7/2002 0:00,50912.9359
3539,207,Lubricant and Grease Suppliers,US,SO46971,10/7/2002 0:00,15325.7804
3540,650,Permanent Finish Products,US,SO46972,10/7/2002 0:00,38189.0587
3541,289,Moderately-Priced Bikes Store,US,SO46973,10/7/2002 0:00,6227.2278
3542,127,Front Sporting Goods,US,SO46974,10/7/2002 0:00,40429.9935
3543,440,Hobby Store,US,SO46628,9/6/2002 0:00,647.994
3544,670,First Bike Store,US,SO46629,9/6/2002 0:00,99421.0747
3545,530,Valuable Bike Parts Company,US,SO46630,9/6/2002 0:00,35728.4104
3546,17,Trusted Catalog Store,US,SO46631,9/6/2002 0:00,7409.4256
3547,594,Casual Bicycle Store,US,SO46633,9/6/2002 0:00,66143.2241
3548,628,Executive Discount Store,US,SO46635,9/6/2002 0:00,2378.4486
3549,494,Worthwhile Activity Store,US,SO46636,9/6/2002 0:00,180.129
3550,27,Sports Sales and Rental,US,SO46637,9/6/2002 0:00,209.256
3551,203,Separate Parts Corporation,US,SO46638,9/6/2002 0:00,61865.3606
3552,437,Professional Cycle Store,US,SO46624,9/6/2002 0:00,37668.0274
3553,475,Real Sporting Goods,US,SO46625,9/6/2002 0:00,45092.9
3554,252,Classic Cycle Store,US,SO46640,9/6/2002 0:00,33293.8504
3555,242,Spoke Manufacturers,US,SO46641,9/6/2002 0:00,469.794
3556,4,Modular Cycle Systems,US,SO46642,9/6/2002 0:00,98013.1884
3557,290,Friendly Bike Shop,US,SO46643,9/6/2002 0:00,110830.3608
3558,423,Bike Rims Company,US,SO46644,9/6/2002 0:00,1308.9375
3559,383,Vehicle Shop,US,SO46617,9/6/2002 0:00,4289.355
3560,253,Roving Sports,US,SO46618,9/6/2002 0:00,86.5212
3561,200,Basic Bike Company,US,SO46619,9/6/2002 0:00,71.988
3562,618,Seventh Bike Store,US,SO46620,9/6/2002 0:00,50250.6014
3563,643,Friendly Bike Shop,US,SO46621,9/6/2002 0:00,5898.729
3564,577,Synthetic Materials Manufacturing,US,SO46609,9/6/2002 0:00,2371.295
3565,125,Immediate Repair Shop,US,SO46610,9/6/2002 0:00,36643.1793
3566,398,Commendable Bikes,US,SO46612,9/6/2002 0:00,1626.4708
3567,7,Associated Bikes,US,SO46613,9/6/2002 0:00,2927.7262
3568,453,Unique Bikes,US,SO46353,8/7/2002 0:00,5963.6094
3569,647,Solid Bike Parts,US,SO46355,8/7/2002 0:00,22996.4942
3570,365,Distinctive Store,US,SO46357,8/7/2002 0:00,8573.7455
3571,579,Riders Company,US,SO46358,8/7/2002 0:00,60079.0221
3572,559,Some Discount Store,US,SO46080,7/7/2002 0:00,14248.7984
3573,58,Largest Bike Store,US,SO46081,7/7/2002 0:00,838.9178
3574,312,Resale Services,US,SO46082,7/7/2002 0:00,46519.1419
3575,313,Metropolitan Manufacturing,US,SO46084,7/7/2002 0:00,1713.7118
3576,528,Alpine Ski House,US,SO46085,7/7/2002 0:00,3882.7587
3577,525,Cycles and Scooters,US,SO46361,8/7/2002 0:00,5529.9046
3578,187,Trailblazing Sports,US,SO46362,8/7/2002 0:00,17762.2065
3579,575,Bicycle Outfitters,US,SO46363,8/7/2002 0:00,33516.9224
3580,368,Elemental Sporting Goods,US,SO46365,8/7/2002 0:00,5080.685
3581,674,Discount Tours,US,SO46366,8/7/2002 0:00,6094.3562
3582,222,Sample Bike Store,US,SO46367,8/7/2002 0:00,24278.0209
3583,143,Modern Bike Store,US,SO46368,8/7/2002 0:00,23913.8927
3584,648,Small Bike Shop,US,SO46370,8/7/2002 0:00,32355.5936
3585,169,Downtown Hotel,US,SO46372,8/7/2002 0:00,40638.5576
3586,369,Distinctive Cycles Sales & Service,US,SO46373,8/7/2002 0:00,1619.52
3587,75,Paint Supply,US,SO46374,8/7/2002 0:00,16189.3385
3588,330,The New Bike Store,US,SO46375,8/7/2002 0:00,356.898
3589,503,Metropolitan Sales and Rental,US,SO46376,8/7/2002 0:00,776.3569
3590,3,Advanced Bike Components,US,SO46377,8/7/2002 0:00,9853.7837
3591,238,A Great Bicycle Company,US,SO46378,8/7/2002 0:00,1677.8356
3592,20,Central Discount Store,US,SO46379,8/7/2002 0:00,4392.2356
3593,608,Golf and Cycle Store,US,SO46380,8/7/2002 0:00,58422.6013
3594,542,Finer Parts Shop,US,SO46381,8/7/2002 0:00,1429.4086
3595,438,Remarkable Bike Store,US,SO46382,8/7/2002 0:00,13673.8182
3596,602,Ultimate Bike Shop,US,SO46383,8/7/2002 0:00,20581.5709
3597,279,Reliable Brake Systems,US,SO46384,8/7/2002 0:00,16940.0828
3598,54,Larger Cycle Shop,US,SO46385,8/7/2002 0:00,46414.5365
3599,170,Excellent Riding Supplies,US,SO46387,8/7/2002 0:00,48117.9107
3600,585,Next-Door Bike Store,US,SO46389,8/7/2002 0:00,1699.995
3601,622,Gift and Toy Store,US,SO46605,9/6/2002 0:00,5956.7109
3602,510,World Bike Discount Store,US,SO46606,9/6/2002 0:00,57.6808
3603,545,Finish and Sealant Products,US,SO46337,8/7/2002 0:00,955.2013
3604,417,Genuine Bike Shop,US,SO46338,8/7/2002 0:00,19044.6091
3605,114,Two Wheels Cycle Store,US,SO46339,8/7/2002 0:00,3014.6391
3606,580,Rural Sales and Service,US,SO46340,8/7/2002 0:00,3887.9452
3607,93,Stationary Bikes and Stands,US,SO46341,8/7/2002 0:00,25670.3574
3608,273,A Typical Bike Shop,US,SO46343,8/7/2002 0:00,29522.6946
3609,418,Good Bike Shop,US,SO46344,8/7/2002 0:00,25738.2617
3610,567,Global Plaza,US,SO46345,8/7/2002 0:00,23917.0263
3611,180,Full-Service Bike Store,US,SO46346,8/7/2002 0:00,13659.5273
3612,473,Racing Toys,US,SO46347,8/7/2002 0:00,1144.4969
3613,293,Fashionable Bikes and Accessories,US,SO46348,8/7/2002 0:00,32596.2044
3614,675,Bike Goods,US,SO46349,8/7/2002 0:00,4292.3279
3615,432,Super Sports Store,US,SO46097,7/7/2002 0:00,3256.6148
3616,45,Every Bike Shop,US,SO46099,7/7/2002 0:00,14404.3717
3617,433,Thorough Parts and Repair Services,US,SO46100,7/7/2002 0:00,47655.0602
3618,403,Affordable Sports Equipment,US,SO46101,7/7/2002 0:00,28097.0846
3619,40,Journey Sporting Goods,US,SO46103,7/7/2002 0:00,65730.4662
3620,495,Tough and Reliable Parts,US,SO46104,7/7/2002 0:00,419.4589
3621,218,Sure & Reliable Sporting Goods,US,SO46105,7/7/2002 0:00,56396.5421
3622,287,Handy Bike Services,US,SO46106,7/7/2002 0:00,2907.4796
3623,348,Bold Bike Accessories,US,SO46107,7/7/2002 0:00,45725.5014
3624,128,Demand Distributors,US,SO46322,8/7/2002 0:00,178.5808
3625,92,Sports Commodities,US,SO46323,8/7/2002 0:00,3428.49
3626,57,Leading Sales & Repair,US,SO46325,8/7/2002 0:00,48748.8054
3627,364,District Mall,US,SO46087,7/7/2002 0:00,24144.9924
3628,422,Consolidated Sales,US,SO46088,7/7/2002 0:00,22497.2338
3629,385,Sturdy Toys,US,SO46089,7/7/2002 0:00,73568.3047
3630,612,General Associates,US,SO46091,7/7/2002 0:00,22130.1225
3631,255,Swift Cycles,US,SO46093,7/7/2002 0:00,26009.3155
3632,309,The Gear Store,US,SO46094,7/7/2002 0:00,74719.7785
3633,342,Leather and Vinyl Manufacturing,US,SO46095,7/7/2002 0:00,9550.926
3634,167,Farthermost Bike Shop,US,SO46076,7/7/2002 0:00,62343.998
3635,469,Vast Bike Sales and Rental,US,SO46077,7/7/2002 0:00,37779.3731
3636,148,Lots of Bikes Storehouse,US,SO46078,7/7/2002 0:00,1532.3549
3637,623,Hardware Components,US,SO46067,7/7/2002 0:00,101857.213
3638,684,Lease-a-Bike Shop,US,SO46068,7/7/2002 0:00,23312.9857
3639,492,Basic Sports Equipment,US,SO46069,7/7/2002 0:00,8232.2298
3640,548,New Bikes Company,US,SO46070,7/7/2002 0:00,758.0759
3641,650,Permanent Finish Products,US,SO46051,7/7/2002 0:00,33074.3301
3642,289,Moderately-Priced Bikes Store,US,SO46052,7/7/2002 0:00,24582.7299
3643,145,Raw Materials Inc,US,SO46053,7/7/2002 0:00,52874.5366
3644,107,Wholesale Bikes,US,SO46054,7/7/2002 0:00,8543.0558
3645,527,Fun Times Club,US,SO46055,7/7/2002 0:00,30885.0908
3646,278,Tread Industries,US,SO46056,7/7/2002 0:00,94327.0022
3647,78,Preferred Bikes,US,SO46057,7/7/2002 0:00,62359.9046
3648,240,Wire Baskets and Parts,US,SO46058,7/7/2002 0:00,30181.7117
3649,270,Active Transport Inc.,US,SO46059,7/7/2002 0:00,29446.7389
3650,73,Outdoor Sports Supply,US,SO46060,7/7/2002 0:00,45492.4169
3651,144,Only Bikes and Accessories,US,SO46061,7/7/2002 0:00,14189.958
3652,584,Qualified Sales and Repair Services,US,SO46045,7/7/2002 0:00,48909.5276
3653,99,Unified Sports Company,US,SO46047,7/7/2002 0:00,46396.763
3654,384,Sparkling Paint and Finishes,US,SO46048,7/7/2002 0:00,33952.1938
3655,328,Totes & Baskets Company,US,SO46049,7/7/2002 0:00,55740.7211
3656,198,Field Trip Inc,US,SO46040,7/7/2002 0:00,419.4589
3657,259,Highway Bike Shop,US,SO46041,7/7/2002 0:00,3471.8235
3658,697,Brakes and Gears,US,SO46032,7/7/2002 0:00,30998.073
3659,558,Retail Sales and Service,US,SO46036,7/7/2002 0:00,30512.3991
3660,164,Suburban Cycle Shop,US,SO46030,7/7/2002 0:00,8164.176
3661,18,Catalog Store,US,SO46026,7/7/2002 0:00,27802.9673
3662,162,Tire Company,US,SO46027,7/7/2002 0:00,3456.264
3663,27,Sports Sales and Rental,US,SO45801,6/7/2002 0:00,53423.5701
3664,423,Bike Rims Company,US,SO45802,6/7/2002 0:00,22648.0137
3665,549,Daring Rides,US,SO45805,6/7/2002 0:00,24604.6637
3666,458,Simple Bike Parts,US,SO45806,6/7/2002 0:00,2923.3189
3667,269,Curbside Universe,US,SO45807,6/7/2002 0:00,3524.0297
3668,344,Fifth Bike Store,US,SO45808,6/7/2002 0:00,4266.3414
3669,292,Grease and Oil Products Company,US,SO45811,6/7/2002 0:00,3456.264
3670,485,Clamps & Brackets Co.,US,SO45814,6/7/2002 0:00,33406.7043
3671,315,Juvenile Sports Equipment,US,SO45815,6/7/2002 0:00,32222.0799
3672,203,Separate Parts Corporation,US,SO45798,6/7/2002 0:00,29494.0504
3673,670,First Bike Store,US,SO45795,6/7/2002 0:00,35123.3751
3674,17,Trusted Catalog Store,US,SO45796,6/7/2002 0:00,59103.2933
3675,618,Seventh Bike Store,US,SO45793,6/7/2002 0:00,26684.9956
3676,397,Capable Sales and Service,US,SO45783,6/7/2002 0:00,26018.2927
3677,504,Historic Bicycle Sales,US,SO45787,6/7/2002 0:00,10226.97
3678,383,Vehicle Shop,US,SO45788,6/7/2002 0:00,2169.0469
3679,578,The Bike Shop,US,SO45789,6/7/2002 0:00,3064.7098
3680,200,Basic Bike Company,US,SO45790,6/7/2002 0:00,2882.7148
3681,643,Friendly Bike Shop,US,SO45791,6/7/2002 0:00,3391.5474
3682,453,Unique Bikes,US,SO45547,5/7/2002 0:00,40766.88
3683,365,Distinctive Store,US,SO45548,5/7/2002 0:00,7657.8888
3684,579,Riders Company,US,SO45550,5/7/2002 0:00,54979.9007
3685,525,Cycles and Scooters,US,SO45551,5/7/2002 0:00,7274.3061
3686,418,Good Bike Shop,US,SO45538,5/7/2002 0:00,21847.3938
3687,180,Full-Service Bike Store,US,SO45539,5/7/2002 0:00,28469.916
3688,567,Global Plaza,US,SO45540,5/7/2002 0:00,42756.174
3689,473,Racing Toys,US,SO45541,5/7/2002 0:00,69.2134
3690,293,Fashionable Bikes and Accessories,US,SO45542,5/7/2002 0:00,56400.9317
3691,675,Bike Goods,US,SO45543,5/7/2002 0:00,735.7528
3692,439,Regional Manufacturing,US,SO45523,5/7/2002 0:00,1429.4086
3693,559,Some Discount Store,US,SO45320,4/9/2002 0:00,10192.77
3694,312,Resale Services,US,SO45321,4/9/2002 0:00,61194.043
3695,187,Trailblazing Sports,US,SO45554,5/7/2002 0:00,25517.4189
3696,575,Bicycle Outfitters,US,SO45556,5/7/2002 0:00,22822.7804
3697,222,Sample Bike Store,US,SO45557,5/7/2002 0:00,32554.9324
3698,368,Elemental Sporting Goods,US,SO45558,5/7/2002 0:00,6104.982
3699,674,Discount Tours,US,SO45559,5/7/2002 0:00,1258.3767
3700,648,Small Bike Shop,US,SO45560,5/7/2002 0:00,56967.1318
3701,143,Modern Bike Store,US,SO45561,5/7/2002 0:00,25464.5848
3702,369,Distinctive Cycles Sales & Service,US,SO45563,5/7/2002 0:00,4279.9438
3703,169,Downtown Hotel,US,SO45564,5/7/2002 0:00,62717.7201
3704,75,Paint Supply,US,SO45565,5/7/2002 0:00,34558.1586
3705,330,The New Bike Store,US,SO45566,5/7/2002 0:00,874.794
3706,503,Metropolitan Sales and Rental,US,SO45567,5/7/2002 0:00,874.794
3707,3,Advanced Bike Components,US,SO45568,5/7/2002 0:00,15251.8156
3708,238,A Great Bicycle Company,US,SO45569,5/7/2002 0:00,2133.1707
3709,20,Central Discount Store,US,SO45570,5/7/2002 0:00,32429.904
3710,608,Golf and Cycle Store,US,SO45571,5/7/2002 0:00,78882.9289
3711,438,Remarkable Bike Store,US,SO45572,5/7/2002 0:00,10701.7297
3712,602,Ultimate Bike Shop,US,SO45574,5/7/2002 0:00,28078.577
3713,54,Larger Cycle Shop,US,SO45575,5/7/2002 0:00,29325.8426
3714,279,Reliable Brake Systems,US,SO45576,5/7/2002 0:00,8219.9354
3715,170,Excellent Riding Supplies,US,SO45577,5/7/2002 0:00,58704.1822
3716,585,Next-Door Bike Store,US,SO45579,5/7/2002 0:00,4079.988
3717,624,First Cycle Store,US,SO45530,5/7/2002 0:00,20.1865
3718,114,Two Wheels Cycle Store,US,SO45531,5/7/2002 0:00,4266.3414
3719,417,Genuine Bike Shop,US,SO45532,5/7/2002 0:00,6691.8242
3720,580,Rural Sales and Service,US,SO45533,5/7/2002 0:00,1258.3767
3721,93,Stationary Bikes and Stands,US,SO45535,5/7/2002 0:00,11256.8286
3722,273,A Typical Bike Shop,US,SO45536,5/7/2002 0:00,21442.984
3723,167,Farthermost Bike Shop,US,SO45317,4/9/2002 0:00,61206.4782
3724,469,Vast Bike Sales and Rental,US,SO45318,4/9/2002 0:00,29962.7965
3725,492,Basic Sports Equipment,US,SO45311,4/9/2002 0:00,18296.346
3726,548,New Bikes Company,US,SO45312,4/9/2002 0:00,2345.7293
3727,623,Hardware Components,US,SO45308,4/9/2002 0:00,85994.8887
3728,684,Lease-a-Bike Shop,US,SO45309,4/9/2002 0:00,11924.1917
3729,528,Alpine Ski House,US,SO45324,4/9/2002 0:00,838.9178
3730,313,Metropolitan Manufacturing,US,SO45325,4/9/2002 0:00,2588.5058
3731,364,District Mall,US,SO45326,4/9/2002 0:00,22730.7926
3732,422,Consolidated Sales,US,SO45327,4/9/2002 0:00,12176.364
3733,385,Sturdy Toys,US,SO45328,4/9/2002 0:00,63241.9485
3734,63,Metro Bike Mart,US,SO45330,4/9/2002 0:00,69.0808
3735,612,General Associates,US,SO45331,4/9/2002 0:00,20148.682
3736,255,Swift Cycles,US,SO45332,4/9/2002 0:00,27877.4257
3737,432,Super Sports Store,US,SO45333,4/9/2002 0:00,4223.1928
3738,309,The Gear Store,US,SO45334,4/9/2002 0:00,51137.4115
3739,342,Leather and Vinyl Manufacturing,US,SO45335,4/9/2002 0:00,14048.0598
3740,45,Every Bike Shop,US,SO45337,4/9/2002 0:00,17669.0304
3741,433,Thorough Parts and Repair Services,US,SO45338,4/9/2002 0:00,57142.9416
3742,403,Affordable Sports Equipment,US,SO45339,4/9/2002 0:00,27763.7953
3743,495,Tough and Reliable Parts,US,SO45340,4/9/2002 0:00,2552.6296
3744,40,Journey Sporting Goods,US,SO45341,4/9/2002 0:00,34740.2783
3745,348,Bold Bike Accessories,US,SO45343,4/9/2002 0:00,20979.3465
3746,218,Sure & Reliable Sporting Goods,US,SO45344,4/9/2002 0:00,58114.5796
3747,647,Solid Bike Parts,US,SO45516,5/7/2002 0:00,19162.2381
3748,92,Sports Commodities,US,SO45518,5/7/2002 0:00,12179.964
3749,562,Practical Bike Supply Company,US,SO45519,5/7/2002 0:00,4064.988
3750,57,Leading Sales & Repair,US,SO45520,5/7/2002 0:00,31628.6282
3751,272,Metro Cycle Shop,US,SO45521,5/7/2002 0:00,19227.0555
3752,650,Permanent Finish Products,US,SO45294,4/9/2002 0:00,34284.3135
3753,289,Moderately-Priced Bikes Store,US,SO45295,4/9/2002 0:00,16297.752
3754,145,Raw Materials Inc,US,SO45296,4/9/2002 0:00,24242.8711
3755,107,Wholesale Bikes,US,SO45297,4/9/2002 0:00,6435.3883
3756,527,Fun Times Club,US,SO45298,4/9/2002 0:00,15825.9667
3757,240,Wire Baskets and Parts,US,SO45299,4/9/2002 0:00,20432.4422
3758,278,Tread Industries,US,SO45300,4/9/2002 0:00,89704.272
3759,78,Preferred Bikes,US,SO45301,4/9/2002 0:00,26592.0719
3760,270,Active Transport Inc.,US,SO45302,4/9/2002 0:00,22217.4964
3761,73,Outdoor Sports Supply,US,SO45303,4/9/2002 0:00,20405.6746
3762,144,Only Bikes and Accessories,US,SO45304,4/9/2002 0:00,20324.94
3763,259,Highway Bike Shop,US,SO45286,4/9/2002 0:00,3846.8825
3764,584,Qualified Sales and Repair Services,US,SO45288,4/9/2002 0:00,29754.1861
3765,99,Unified Sports Company,US,SO45289,4/9/2002 0:00,39750.1207
3766,384,Sparkling Paint and Finishes,US,SO45290,4/9/2002 0:00,33469.9041
3767,328,Totes & Baskets Company,US,SO45291,4/9/2002 0:00,54553.8443
3768,198,Field Trip Inc,US,SO45281,4/9/2002 0:00,1713.7118
3769,162,Tire Company,US,SO45271,4/9/2002 0:00,5980.0532
3770,164,Suburban Cycle Shop,US,SO45273,4/9/2002 0:00,40634.88
3771,697,Brakes and Gears,US,SO45274,4/9/2002 0:00,66993.8289
3772,558,Retail Sales and Service,US,SO45277,4/9/2002 0:00,29534.9446
3773,670,First Bike Store,US,SO45055,3/9/2002 0:00,19742.7832
3774,17,Trusted Catalog Store,US,SO45056,3/9/2002 0:00,38655.486
3775,618,Seventh Bike Store,US,SO45053,3/9/2002 0:00,19314.9998
3776,203,Separate Parts Corporation,US,SO45060,3/9/2002 0:00,23946.4874
3777,423,Bike Rims Company,US,SO45062,3/9/2002 0:00,15842.6258
3778,549,Daring Rides,US,SO45065,3/9/2002 0:00,24025.0455
3779,458,Simple Bike Parts,US,SO45066,3/9/2002 0:00,419.4589
3780,269,Curbside Universe,US,SO45067,3/9/2002 0:00,3091.8551
3781,344,Fifth Bike Store,US,SO45068,3/9/2002 0:00,2133.1707
3782,292,Grease and Oil Products Company,US,SO45072,3/9/2002 0:00,2097.2945
3783,485,Clamps & Brackets Co.,US,SO45075,3/9/2002 0:00,12231.264
3784,315,Juvenile Sports Equipment,US,SO45076,3/9/2002 0:00,8164.0029
3785,27,Sports Sales and Rental,US,SO45077,3/9/2002 0:00,18869.4615
3786,18,Catalog Store,US,SO45266,4/9/2002 0:00,24509.8281
3787,504,Historic Bicycle Sales,US,SO45048,3/9/2002 0:00,6127.782
3788,200,Basic Bike Company,US,SO45049,3/9/2002 0:00,1379.5229
3789,578,The Bike Shop,US,SO45050,3/9/2002 0:00,4294.9438
3790,643,Friendly Bike Shop,US,SO45051,3/9/2002 0:00,3007.9647
3791,510,World Bike Discount Store,US,SO45040,3/9/2002 0:00,419.4589
3792,577,Synthetic Materials Manufacturing,US,SO45041,3/9/2002 0:00,419.4589
3793,397,Capable Sales and Service,US,SO45042,3/9/2002 0:00,40648.38
3794,383,Vehicle Shop,US,SO45046,3/9/2002 0:00,838.9178
3795,453,Unique Bikes,US,SO44767,2/6/2002 0:00,30609.7234
3796,647,Solid Bike Parts,US,SO44768,2/6/2002 0:00,21596.2123
3797,365,Distinctive Store,US,SO44770,2/6/2002 0:00,10382.8636
3798,579,Riders Company,US,SO44772,2/6/2002 0:00,67369.2136
3799,58,Largest Bike Store,US,SO44543,1/7/2002 0:00,367.8764
3800,312,Resale Services,US,SO44544,1/7/2002 0:00,20980.152
3801,313,Metropolitan Manufacturing,US,SO44546,1/7/2002 0:00,1749.588
3802,525,Cycles and Scooters,US,SO44775,2/6/2002 0:00,2203.0738
3803,187,Trailblazing Sports,US,SO44776,2/6/2002 0:00,47370.7652
3804,575,Bicycle Outfitters,US,SO44778,2/6/2002 0:00,42894.3431
3805,368,Elemental Sporting Goods,US,SO44779,2/6/2002 0:00,32572.704
3806,222,Sample Bike Store,US,SO44780,2/6/2002 0:00,25631.9999
3807,674,Discount Tours,US,SO44781,2/6/2002 0:00,424.6454
3808,143,Modern Bike Store,US,SO44782,2/6/2002 0:00,29226.2517
3809,648,Small Bike Shop,US,SO44783,2/6/2002 0:00,29614.2125
3810,369,Distinctive Cycles Sales & Service,US,SO44786,2/6/2002 0:00,2342.1149
3811,75,Paint Supply,US,SO44787,2/6/2002 0:00,46173.7216
3812,169,Downtown Hotel,US,SO44788,2/6/2002 0:00,86796.1574
3813,503,Metropolitan Sales and Rental,US,SO44789,2/6/2002 0:00,776.3569
3814,330,The New Bike Store,US,SO44790,2/6/2002 0:00,838.9178
3815,3,Advanced Bike Components,US,SO44791,2/6/2002 0:00,14494.3943
3816,20,Central Discount Store,US,SO44792,2/6/2002 0:00,34754.8796
3817,238,A Great Bicycle Company,US,SO44793,2/6/2002 0:00,2133.1707
3818,542,Finer Parts Shop,US,SO44794,2/6/2002 0:00,4049.988
3819,608,Golf and Cycle Store,US,SO44795,2/6/2002 0:00,104588.713
3820,438,Remarkable Bike Store,US,SO44796,2/6/2002 0:00,13673.8182
3821,54,Larger Cycle Shop,US,SO44797,2/6/2002 0:00,59951.2367
3822,279,Reliable Brake Systems,US,SO44798,2/6/2002 0:00,33438.7697
3823,602,Ultimate Bike Shop,US,SO44799,2/6/2002 0:00,40706.7309
3824,170,Excellent Riding Supplies,US,SO44801,2/6/2002 0:00,48156.2081
3825,545,Finish and Sealant Products,US,SO44751,2/6/2002 0:00,477.8806
3826,114,Two Wheels Cycle Store,US,SO44752,2/6/2002 0:00,12962.4843
3827,417,Genuine Bike Shop,US,SO44754,2/6/2002 0:00,10830.1496
3828,273,A Typical Bike Shop,US,SO44755,2/6/2002 0:00,28416.3962
3829,93,Stationary Bikes and Stands,US,SO44756,2/6/2002 0:00,14008.6057
3830,418,Good Bike Shop,US,SO44758,2/6/2002 0:00,25618.7006
3831,180,Full-Service Bike Store,US,SO44759,2/6/2002 0:00,6135.9224
3832,473,Racing Toys,US,SO44760,2/6/2002 0:00,5202.6366
3833,567,Global Plaza,US,SO44761,2/6/2002 0:00,82101.9756
3834,293,Fashionable Bikes and Accessories,US,SO44762,2/6/2002 0:00,92836.6375
3835,675,Bike Goods,US,SO44763,2/6/2002 0:00,3356.1637
3836,45,Every Bike Shop,US,SO44562,1/7/2002 0:00,19237.2798
3837,433,Thorough Parts and Repair Services,US,SO44563,1/7/2002 0:00,47716.8992
3838,403,Affordable Sports Equipment,US,SO44564,1/7/2002 0:00,34537.2578
3839,495,Tough and Reliable Parts,US,SO44565,1/7/2002 0:00,2162.0111
3840,40,Journey Sporting Goods,US,SO44566,1/7/2002 0:00,38308.8583
3841,287,Handy Bike Services,US,SO44568,1/7/2002 0:00,2254.9498
3842,348,Bold Bike Accessories,US,SO44569,1/7/2002 0:00,30635.5103
3843,218,Sure & Reliable Sporting Goods,US,SO44570,1/7/2002 0:00,58494.7906
3844,92,Sports Commodities,US,SO44741,2/6/2002 0:00,4079.988
3845,57,Leading Sales & Repair,US,SO44742,2/6/2002 0:00,40150.8464
3846,272,Metro Cycle Shop,US,SO44743,2/6/2002 0:00,42254.5844
3847,528,Alpine Ski House,US,SO44548,1/7/2002 0:00,419.4589
3848,422,Consolidated Sales,US,SO44549,1/7/2002 0:00,49037.8375
3849,364,District Mall,US,SO44550,1/7/2002 0:00,28672.9735
3850,385,Sturdy Toys,US,SO44551,1/7/2002 0:00,41097.6007
3851,63,Metro Bike Mart,US,SO44553,1/7/2002 0:00,6074.982
3852,612,General Associates,US,SO44555,1/7/2002 0:00,30095.1611
3853,309,The Gear Store,US,SO44556,1/7/2002 0:00,30593.8757
3854,255,Swift Cycles,US,SO44557,1/7/2002 0:00,28122.9884
3855,432,Super Sports Store,US,SO44558,1/7/2002 0:00,838.9178
3856,342,Leather and Vinyl Manufacturing,US,SO44559,1/7/2002 0:00,17451.416
3857,167,Farthermost Bike Shop,US,SO44538,1/7/2002 0:00,57804.9674
3858,469,Vast Bike Sales and Rental,US,SO44540,1/7/2002 0:00,38638.7462
3859,559,Some Discount Store,US,SO44541,1/7/2002 0:00,50827.1365
